# Channels which contribute to 1/(omega) more than 1%.
# Absolute contributions are displayed
  5.6E+00 ~dm ~Dm ->e E 
  4.8E+00 ~dm ~Dm ->m M 
  2.8E+00 ~dm ~Dm ->ne Ne 
  2.8E+00 ~dm ~Dm ->nm Nm 
  2.8E+00 ~dm ~Dm ->nl Nl 
  1.6E+00 ~dm ~Dm ->d D 
  1.6E+00 ~dm ~Dm ->u U 
  1.6E+00 ~dm ~Dm ->s S 
