# Channels which contribute to 1/(omega) more than 1%.
# Absolute contributions are displayed
  1.3E-01 ~dm ~Dm ->e E 
  1.3E-01 ~dm ~Dm ->m M 
  6.7E-02 ~dm ~Dm ->ne Ne 
  6.7E-02 ~dm ~Dm ->nm Nm 
  6.7E-02 ~dm ~Dm ->nl Nl 
  4.5E-02 ~dm ~Dm ->d D 
  4.5E-02 ~dm ~Dm ->u U 
  4.5E-02 ~dm ~Dm ->s S 
