# Channels which contribute to 1/(omega) more than 1%.
# Absolute contributions are displayed
  1.8E+00 ~dm ~DM ->u u~ 
  1.8E+00 ~dm ~DM ->c c~ 
  1.4E+00 ~dm ~DM ->e- e+ 
  1.4E+00 ~dm ~DM ->mu- mu+ 
  1.3E+00 ~dm ~DM ->ta- ta+ 
  4.6E-01 ~dm ~DM ->d d~ 
  4.6E-01 ~dm ~DM ->s s~ 
