# Channels which contribute to 1/(omega) more than 1%.
# Absolute contributions are displayed
  3.6E+00 ~dm ~DM ->u u~ 
  2.7E+00 ~dm ~DM ->e- e+ 
  2.7E+00 ~dm ~DM ->mu- mu+ 
  8.9E-01 ~dm ~DM ->d d~ 
  8.9E-01 ~dm ~DM ->s s~ 
