# Channels which contribute to 1/(omega) more than 1%.
# Absolute contributions are displayed
  7.3E-10 ~dm ~DM ->u u~ 
  5.5E-10 ~dm ~DM ->e- e+ 
  5.4E-10 ~dm ~DM ->mu- mu+ 
  1.8E-10 ~dm ~DM ->d d~ 
  1.8E-10 ~dm ~DM ->s s~ 
