0.9109570803226433, 1.1845501331699502e-13
1.0284900455306543, 1.5574698058250946e-13
1.1611872794061804, 2.01869450222253e-13
1.31100529724528, 2.5978492854033943e-13
1.4801530467024477, 3.30746977528111e-13
1.6711244769689484, 4.1734316039681627e-13
1.8867353100723938, 5.266119582761715e-13
2.1301645564611746, 6.585725382269149e-13
2.405001386988047, 8.265522717383124e-13
2.7152980523830506, 1.0392354044912483e-12
3.065629630471324, 1.3043094489876143e-12
3.4611614820611036, 1.6517026411584563e-12
3.9077254100853693, 2.0878831182547096e-12
4.411905644903189, 2.653451854077835e-12
4.981135923545706, 3.3903688616457635e-12
5.623809094263165, 4.3865290701660496e-12
6.34940086240489, 5.645005421962507e-12
7.168609502166971, 7.251549431296959e-12
8.09351359414636, 9.248890703314962e-12
9.137750114416288, 1.194501791024824e-11
10.316715500904968, 1.545471022333648e-11
11.64779266164162, 2.0031424329773034e-11
13.150607271925981, 2.5963473587070358e-11
14.847317139319584, 3.3652223107498724e-11
16.76293890291562, 4.369599439730692e-11
18.925716883808633, 5.6636002398942104e-11
21.36753952517118, 7.353946381505428e-11
24.12440956201556, 9.514687309644923e-11
27.236974852920326, 1.2332339856933107e-10
30.751127700413345, 1.6070417460772817e-10
34.71868149651499, 2.0829465364368174e-10
39.19813467004175, 2.699784423301165e-10
44.255533199466655, 3.499290934643089e-10
49.965444408403805, 4.543681901379036e-10
56.412056401556946, 5.88923498860557e-10
63.690419351442806, 7.633256355487719e-10
71.90784693767498, 9.753165342281748e-10
81.18549860191732, 1.2573779541003515e-9
91.66016594760023, 1.550113562902351e-9
103.48628962344253, 1.4612539916239798e-9
116.83823642812665, 1.5894254439107084e-9
131.91287021022384, 1.914423841137235e-9
148.9324544692493, 2.3559109221292398e-9
168.1479294543917, 2.8733936063672067e-9
189.84261207913445, 3.504542866862695e-9
214.33637320407377, 4.198542947564773e-9
240.99131392301695, 4.735276469339999e-9
273.2122900789968, 5.057041679841209e-9
308.4625244510516, 4.153719647700746e-9
348.26079369710646, 2.8529063013683564e-9
382.30609095396886, 3.805124962935073e-9
402.45870145707676, 6.946302468750903e-9
434.2368997562006, 1.0436198480178139e-8
484.8839347880433, 1.0627738160607846e-8
514.8997857672223, 1.8580202872801678e-8
572.1427514594677, 2.4541554092028666e-8
645.9614148782587, 2.7224658870149146e-8
729.3042661942766, 2.8983715545946843e-8
823.4001295408859, 3.5098026814769075e-8
929.636373671427, 4.869181771496804e-8
1049.579367609326, 6.266129110499654e-8
1184.9975755149962, 7.935066336968957e-8
1337.8876312849698, 9.472486147757369e-8
1510.5037773325444, 1.0545766982486821e-7
1705.3911016013403, 1.234370837584957e-7
1883.4060256274092, 1.365130608946778e-7
